Review,Variable,Description_prompt,Answer_select,NR,SET,Title,Authors,Venue,Year,Filename,Goldstandard1_value,Goldstandard2_value,Match,Consensus_value
Ricolfi_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one answer): Yes, No",13,TEST,Legacy and emerging pollutants in Latin America: A critical review of occurrence and levels in environmental and food samples,"Cristina Marília, Oliveira Souza, Bruno Alves Rocha, Joseph A Adeyemi, Martí Nadal, José Luis Domingo, Fernando Barbosa, Damià Barceló",Science of the Total Environment,2022,Souza_2022.pdf,Yes,Yes,TRUE,Yes
Ricolfi_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one answer): Yes, No",14,TEST,Organic Contaminants in Chinese Sewage Sludge: A Meta-Analysis of the Literature of the Past 30 Years,"Xiang-Zhou Meng, Arjun K Venkatesan, Yi-Lin Ni, Joshua C Steele, Ling-Ling Wu, Anders Bignert, Åke Bergman, Rolf U Halden",Environmental Science and Technology,2016,Meng_2016.pdf,Yes,Yes,TRUE,Yes
Ricolfi_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one answer): Yes, No",15,TEST,Perfluoroalkyl substances and lipid concentrations in the blood: A systematic review of epidemiological studies,"Soon Hoe Ho, Stacy Xin, Hui Soh, Min Xian Wang, Janet Ong, Annabel Seah, Yvonne Wong, Zhanxiong Fang, Shuzhen Sim, Jue Tao Lim, C L E I N F O, Adrian Covaci",Science of the Total Environment,2022,Ho_2022.pdf,Yes,Yes,TRUE,Yes
Ricolfi_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one answer): Yes, No",16,TEST,The Association between ADHD and Environmental Chemicals-A Scoping Review,"Sonja Moore, Laura Paalan, Lisa Melym, Andromachi Katsonouri, Marike Kolossa-Gehring, Hanna Tolonen",-,-,Moore_2022.pdf,Yes,Yes,TRUE,Yes
Samarasinghe_2019,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",1,DEV,A systematic review of the relationship between objective measurements of the urban environment and psychological distress,Yi Gong|Terry Marsden|Stephen Palmer|David Fone|John Gallacher,Environment International,2016,Gong_2016,No,No,TRUE,No
Samarasinghe_2019,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",2,DEV,"Obesogenic environments: a systematic review of the association between the physical environment and adult weight status, the SPOTLIGHT project",Ilse De Bourdeaudhuij|Johannes Brug|Jean-Michel Oppert|Sofie Compernolle|Joreintje D Mackenbach|Giel Nijpels|Helene Charreire|Ketevan Glonti|Harry Rutter|Jeroen Lakerveld,BMC Public Health,2014,Mackenbach_2014,Yes,Yes,TRUE,Yes
Samarasinghe_2019,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",3,DEV,Quality attributes of public transport that attract car users: A research review,Lauren Redman|Terry Hartig|Margareta Friman|Tommy Garling,Transport Policy,2013,Redman_2013,No,No,TRUE,No
Samarasinghe_2019,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",4,DEV,The impact of interventions to promote physical activity in urban green space: A systematic review and recommendations for future research,Ruth F. Hunter|Jasper Schipperijn|Thomas Astell-Burt|Hayley Christian|J.Aaron Hipp|Jenny Veitch,Social Science and Medicine,2015,Hunter_2015,No,No,TRUE,No
Samarasinghe_2019,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",5,DEV,Within what distance does ‚Äúgreenness‚Äù best predict physical health? A systematic review of articles with gis buffer analyses across the lifespan,Matthew H. E. M. Browning|Kangjae Lee,International Journal of Environmental Research and Public Health,2017,Browning_2017,Yes,Yes,TRUE,Yes
Samarasinghe_2019,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",6,DEV,Energy performance of Double-Skin Fac?ades in temperate climates: A systematic review and meta-analysis,Francesco Pomponi|Philip Ashton|Poorang A.E. Piroozfar|Eric. R.P. Farr|Ryan Southall,Renewable and Sustainable Energy Reviews,2016,Pomponi_2016,No,No,TRUE,No
Samarasinghe_2019,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",7,DEV,Environmental sustainability in the service industry of transportation and logistics service providers: Systematic literature review and research directions,Piera Centobelli|Roberto Cerchione|Emilio Esposito,Transportation Research Part D: Transport and Environment,2017,Centobelli_2017,No,No,TRUE,No
Samarasinghe_2019,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",8,DEV,Neighborhood environment in studies of health of older adults: a systematic review,Irene H. Yen|Yvonne L. Michael|Leslie Perdue,American Journal of Preventive Medicine,2009,Yen_2009,No,No,TRUE,No
Samarasinghe_2019,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",9,TEST,Built environmental correlates of older adults' total physical activity and walking: a systematic review and meta-analysis,"David W Barnett, Anthony Barnett, Andrea Nathan, Jelle Van Cauwenberg, Ester Cerin",-,-,Barnett_2017,Yes,Yes,TRUE,Yes
Samarasinghe_2019,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",10,TEST,Economic analysis of the health impacts of housing improvement studies: a systematic review,"Elisabeth Fenwick, Catriona Macdonald, Hilary Thomson",Journal of Epidemiology and Community Health,2013,Fenwick_2013,Yes,Yes,TRUE,Yes
Samarasinghe_2019,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",11,TEST,Impacts of heat waves and corresponding measures: a review,"Jian Zuo, Stephen Pullen, Jasmine Palmer, Helen Bennetts, Nicholas Chileshe, Tony Ma",,2015,Zuo_2015,No,No,TRUE,No
Samarasinghe_2019,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",12,TEST,Latent heat storage in building elements: A systematic review on properties and contextual performance factors,"A Mavrigiannaki, E Ampatzi",,2016,Mavrigiannaki_2016,No,No,TRUE,No
Samarasinghe_2019,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",13,TEST,Online engagement for sustainable energy projects: A Systematic review and framework for integration,Danielle Barrios-O'neill,,2016,Barrios-ONeill_2016,No,No,TRUE,No
Samarasinghe_2019,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",14,TEST,Relationship between the physical environment and different domains of physical activity in European adults: a systematic review,"Veerle Van Holle, Benedicte Deforche, Jelle Van Cauwenberg, Liesbet Goubert, Lea Maes, Nico Van De Weghe, Ilse De Bourdeaudhuij",BMC Public Health,2012,VanHolle_2012,Yes,Yes,TRUE,Yes
Samarasinghe_2019,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",15,TEST,The use of climate information to estimate future mortality from high ambient temperature: A systematic literature review,"Michael Sanderson, Katherine Arbuthnott, Sari Kovats, Shakoor Hajat, Pete Falloon",PLoS ONE,2017,Sanderson_2017,Yes,Yes,TRUE,Yes
Samarasinghe_2019,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",16,TEST,Urban green spaces' effectiveness as a psychological buffer for the negative health impact of noise pollution: A systematic review,"Angel Mario Dzhambov, Donka Dimitrova, Dimitrova",Noise and Health,2014,Dzhambov_2014,No,No,TRUE,No
Samarasinghe_2019,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one  answer): Yes, No",1,DEV,A systematic review of the relationship between objective measurements of the urban environment and psychological distress,Yi Gong|Terry Marsden|Stephen Palmer|David Fone|John Gallacher,Environment International,2016,Gong_2016,No,No,TRUE,No
Samarasinghe_2019,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one  answer): Yes, No",2,DEV,"Obesogenic environments: a systematic review of the association between the physical environment and adult weight status, the SPOTLIGHT project",Ilse De Bourdeaudhuij|Johannes Brug|Jean-Michel Oppert|Sofie Compernolle|Joreintje D Mackenbach|Giel Nijpels|Helene Charreire|Ketevan Glonti|Harry Rutter|Jeroen Lakerveld,BMC Public Health,2014,Mackenbach_2014,Yes,Yes,TRUE,Yes
Samarasinghe_2019,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one  answer): Yes, No",3,DEV,Quality attributes of public transport that attract car users: A research review,Lauren Redman|Terry Hartig|Margareta Friman|Tommy Garling,Transport Policy,2013,Redman_2013,No,No,TRUE,No
Samarasinghe_2019,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one  answer): Yes, No",4,DEV,The impact of interventions to promote physical activity in urban green space: A systematic review and recommendations for future research,Ruth F. Hunter|Jasper Schipperijn|Thomas Astell-Burt|Hayley Christian|J.Aaron Hipp|Jenny Veitch,Social Science and Medicine,2015,Hunter_2015,Yes,Yes,TRUE,Yes
Samarasinghe_2019,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one  answer): Yes, No",5,DEV,Within what distance does ‚Äúgreenness‚Äù best predict physical health? A systematic review of articles with gis buffer analyses across the lifespan,Matthew H. E. M. Browning|Kangjae Lee,International Journal of Environmental Research and Public Health,2017,Browning_2017,Yes,Yes,TRUE,Yes
Samarasinghe_2019,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one  answer): Yes, No",6,DEV,Energy performance of Double-Skin Fac?ades in temperate climates: A systematic review and meta-analysis,Francesco Pomponi|Philip Ashton|Poorang A.E. Piroozfar|Eric. R.P. Farr|Ryan Southall,Renewable and Sustainable Energy Reviews,2016,Pomponi_2016,No,No,TRUE,No
Samarasinghe_2019,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one  answer): Yes, No",7,DEV,Environmental sustainability in the service industry of transportation and logistics service providers: Systematic literature review and research directions,Piera Centobelli|Roberto Cerchione|Emilio Esposito,Transportation Research Part D: Transport and Environment,2017,Centobelli_2017,No,No,TRUE,No
Samarasinghe_2019,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one  answer): Yes, No",8,DEV,Neighborhood environment in studies of health of older adults: a systematic review,Irene H. Yen|Yvonne L. Michael|Leslie Perdue,American Journal of Preventive Medicine,2009,Yen_2009,Yes,Yes,TRUE,Yes
Samarasinghe_2019,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one  answer): Yes, No",9,TEST,Built environmental correlates of older adults' total physical activity and walking: a systematic review and meta-analysis,"David W Barnett, Anthony Barnett, Andrea Nathan, Jelle Van Cauwenberg, Ester Cerin",-,-,Barnett_2017,Yes,Yes,TRUE,Yes
Samarasinghe_2019,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one  answer): Yes, No",10,TEST,Economic analysis of the health impacts of housing improvement studies: a systematic review,"Elisabeth Fenwick, Catriona Macdonald, Hilary Thomson",Journal of Epidemiology and Community Health,2013,Fenwick_2013,Yes,Yes,TRUE,Yes
Samarasinghe_2019,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one  answer): Yes, No",11,TEST,Impacts of heat waves and corresponding measures: a review,"Jian Zuo, Stephen Pullen, Jasmine Palmer, Helen Bennetts, Nicholas Chileshe, Tony Ma",,2015,Zuo_2015,No,No,TRUE,No
Samarasinghe_2019,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one  answer): Yes, No",12,TEST,Latent heat storage in building elements: A systematic review on properties and contextual performance factors,"A Mavrigiannaki, E Ampatzi",,2016,Mavrigiannaki_2016,No,No,TRUE,No
Samarasinghe_2019,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one  answer): Yes, No",13,TEST,Online engagement for sustainable energy projects: A Systematic review and framework for integration,Danielle Barrios-O'neill,,2016,Barrios-ONeill_2016,No,No,TRUE,No
Samarasinghe_2019,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one  answer): Yes, No",14,TEST,Relationship between the physical environment and different domains of physical activity in European adults: a systematic review,"Veerle Van Holle, Benedicte Deforche, Jelle Van Cauwenberg, Liesbet Goubert, Lea Maes, Nico Van De Weghe, Ilse De Bourdeaudhuij",BMC Public Health,2012,VanHolle_2012,Yes,Yes,TRUE,Yes
Samarasinghe_2019,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one  answer): Yes, No",15,TEST,The use of climate information to estimate future mortality from high ambient temperature: A systematic literature review,"Michael Sanderson, Katherine Arbuthnott, Sari Kovats, Shakoor Hajat, Pete Falloon",PLoS ONE,2017,Sanderson_2017,Yes,Yes,TRUE,Yes
Samarasinghe_2019,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one  answer): Yes, No",16,TEST,Urban green spaces' effectiveness as a psychological buffer for the negative health impact of noise pollution: A systematic review,"Angel Mario Dzhambov, Donka Dimitrova, Dimitrova",Noise and Health,2014,Dzhambov_2014,No,No,TRUE,No
Yang_2024,Conflict of interests,Whether the conflict of interests disclosed by the authors,"Predefined list (select one answer): Yes, Not declared specifically",1,DEV,Effect of urban environment on pineal machinery and clock genes expression of tree sparrow (Passer montanus) *,"Zothanmawii Renthlei, Amit Kumar Trivedi",,2019,Renthlei_2019,Yes,Yes,TRUE,Yes
Yang_2024,Conflict of interests,Whether the conflict of interests disclosed by the authors,"Predefined list (select one answer): Yes, Not declared specifically",2,DEV,"Effects of photic environment on ocular melatonin contents in a labrid teleost, the wrasse Halichoeres tenuispinnis","Masayuki Iigo, Masaru Sato, Emi Ikeda, Shigekatsu Kawasaki, Fumitaka Noguchi, Genjirou Nishi",,2003,Iigo_2003,Not declared specifically,Not declared specifically,TRUE,Not declared specifically
Yang_2024,Conflict of interests,Whether the conflict of interests disclosed by the authors,"Predefined list (select one answer): Yes, Not declared specifically",3,DEV,Exposure to artificial light at night alters innate immune response in wild great tit nestlings,"Ann-Kathrin Ziegler, Hannah Watson, Arne Hegemann, Richard Meitern, Virginie Canoine, Jan-Åke Nilsson, Caroline Isaksson",,2021,Ziegler_2021,Yes,Yes,TRUE,Yes
Yang_2024,Conflict of interests,Whether the conflict of interests disclosed by the authors,"Predefined list (select one answer): Yes, Not declared specifically",4,DEV,Illuminated night alters hippocampal gene expressions and induces depressive-like responses in diurnal corvids,"S K Tahajjul, Abhilash Prabhat |, Vinod Kumar, Rae Silver, Karen Reviewed, Antonio Gamble, Nunez",,-,Taufique_2018,Yes,Yes,TRUE,Yes
Yang_2024,Conflict of interests,Whether the conflict of interests disclosed by the authors,"Predefined list (select one answer): Yes, Not declared specifically",5,DEV,"Influence of Light Irradiance on Hydroxyindole-O-Methyltransferase Activity, Serotonin-N-Acetyltransferase Activity, and Radioimmunoassayable Melatonin Levels in the Pineal Gland of the Diurnally Active Richardson's Ground Squirrel","Russel J Reiter, Edward C Hurlbut, George C Brainard, Stephan Steinlechner, Bruce A Richardson",,-,Reiter_1983b,Not declared specifically,Not declared specifically,TRUE,Not declared specifically
Yang_2024,Conflict of interests,Whether the conflict of interests disclosed by the authors,"Predefined list (select one answer): Yes, Not declared specifically",6,DEV,"Plasma Melatonin in the Scincid Lizard, Trachydosaurus rugosus: Die1 Rhythm, Seasonality, and the Effect of Constant Light and Constant Darkness","B T Firth, D J Kennaway, M A M Rozenbilds",,-,Firth_1979,Not declared specifically,Not declared specifically,TRUE,Not declared specifically
Yang_2024,Conflict of interests,Whether the conflict of interests disclosed by the authors,"Predefined list (select one answer): Yes, Not declared specifically",7,DEV,Responsiveness of Pineal N-Acetyltransferase and Melatonin in the Cotton Rat Exposed to Either Artificial or Natural Light at Night,"Frank Nurnberger, Bhaskar N Joshi, Thomas Heinzeller, Josif Milin, Russel J Reiter",,-,Nürnberger_1985,Not declared specifically,Not declared specifically,TRUE,Not declared specifically
Yang_2024,Conflict of interests,Whether the conflict of interests disclosed by the authors,"Predefined list (select one answer): Yes, Not declared specifically",8,DEV,Urban-like night illumination reduces melatonin release in European blackbirds (Turdus merula): implications of city life for biological time-keeping of songbirds,"Davide M Dominoni, Wolfgang Goymann, Barbara Helm, Jesko Partecke",,-,Dominoni_2013b,Yes,Yes,TRUE,Yes
Yang_2024,Conflict of interests,Whether the conflict of interests disclosed by the authors,"Predefined list (select one answer): Yes, Not declared specifically",9,TEST,Artificial light at night affects brain plasticity and melatonin in birds,"Stan Moaraf, Yulia Vistoropsky, Tatyana Pozner, Rachel Heiblum, Monika Okuliarová, Michal Zeman, Anat Barnea",,2019,Moaraf_2019,Yes,Yes,TRUE,Yes
Yang_2024,Conflict of interests,Whether the conflict of interests disclosed by the authors,"Predefined list (select one answer): Yes, Not declared specifically",10,TEST,Bright light at night alters the perception of daylength in Indian weaver bird (Ploceus philippinus),"Jayant Kumar, Shalie Malik, Sanjay Kumar Bhardwaj, Sangeeta Rani",,2018,Kumar_2018,Not declared specifically,Not declared specifically,TRUE,Not declared specifically
Yang_2024,Conflict of interests,Whether the conflict of interests disclosed by the authors,"Predefined list (select one answer): Yes, Not declared specifically",11,TEST,Can skyglow reduce nocturnal melatonin concentrations in Eurasian perch? *,"Franziska Kupprat, Franz H € Olker, Werner Kloas, Sarah Harmon",,2020,Kupprat_2020,Yes,Yes,TRUE,Yes
Yang_2024,Conflict of interests,Whether the conflict of interests disclosed by the authors,"Predefined list (select one answer): Yes, Not declared specifically",12,TEST,"Differential response of diurnal and nocturnal mammals to prolonged altered light-dark cycle: a possible role of mood associated endocrine, inflammatory and antioxidant system","Ruchika Kumari, Vivek Verma, Noga Kronfeld-Schor, Muniyandi Singaravel",,2021,Kumari_2021,Yes,Yes,TRUE,Yes
Yang_2024,Conflict of interests,Whether the conflict of interests disclosed by the authors,"Predefined list (select one answer): Yes, Not declared specifically",13,TEST,LIGHT AT NIGHT CANNOT SUPPRESS PINEAL MELATONIN LEVELS IN THE LIZARD ANOLZS CAROLZNENSZS,Herbert Underwcod,,-,Underwood_1986,Not declared specifically,Not declared specifically,TRUE,Not declared specifically
Yang_2024,Conflict of interests,Whether the conflict of interests disclosed by the authors,"Predefined list (select one answer): Yes, Not declared specifically",14,TEST,"Persistence of a plasma melatonin rhythm in constant darkness and its inhibition by constant light in the sleepy lizard, Tiliqua rugosa","Bruce T Firth, Ingrid Belan, David J Kennaway",,2006,Firth_2006,Not declared specifically,Not declared specifically,TRUE,Not declared specifically
Yang_2024,Conflict of interests,Whether the conflict of interests disclosed by the authors,"Predefined list (select one answer): Yes, Not declared specifically",15,TEST,Role of light wavelengths in synchronization of circadian physiology in songbirds,"G Yadav, S Malik, S Rani, V Kumar",,2015,Yadav_2015,Yes,Yes,TRUE,Yes
Yang_2024,Conflict of interests,Whether the conflict of interests disclosed by the authors,"Predefined list (select one answer): Yes, Not declared specifically",16,TEST,"Studies on Pineal Melatonin Levels in a Diurnal Species, the Eastern Chipmunk (Tamias striatus): Effects of Light at Night, Propranolol Administration or Superior Cervical Ganglionectomy","R J Reiter, T S King, B A Richardson, E C Hurlbut",,2005,Reiter_1982,Not declared specifically,Not declared specifically,TRUE,Not declared specifically
Yang_2024,Funding sources,Organisations and bodies that funded the study are mentioned.,"Predefined list (select one answer): Yes, No funding sources recorded",1,DEV,Effect of urban environment on pineal machinery and clock genes expression of tree sparrow (Passer montanus) *,"Zothanmawii Renthlei, Amit Kumar Trivedi",,2019,Renthlei_2019,Yes,Yes,TRUE,Yes
Yang_2024,Funding sources,Organisations and bodies that funded the study are mentioned.,"Predefined list (select one answer): Yes, No funding sources recorded",2,DEV,"Effects of photic environment on ocular melatonin contents in a labrid teleost, the wrasse Halichoeres tenuispinnis","Masayuki Iigo, Masaru Sato, Emi Ikeda, Shigekatsu Kawasaki, Fumitaka Noguchi, Genjirou Nishi",,2003,Iigo_2003,Yes,Yes,TRUE,Yes
Yang_2024,Funding sources,Organisations and bodies that funded the study are mentioned.,"Predefined list (select one answer): Yes, No funding sources recorded",3,DEV,Exposure to artificial light at night alters innate immune response in wild great tit nestlings,"Ann-Kathrin Ziegler, Hannah Watson, Arne Hegemann, Richard Meitern, Virginie Canoine, Jan-Åke Nilsson, Caroline Isaksson",,2021,Ziegler_2021,Yes,Yes,TRUE,Yes
Yang_2024,Funding sources,Organisations and bodies that funded the study are mentioned.,"Predefined list (select one answer): Yes, No funding sources recorded",4,DEV,Illuminated night alters hippocampal gene expressions and induces depressive-like responses in diurnal corvids,"S K Tahajjul, Abhilash Prabhat |, Vinod Kumar, Rae Silver, Karen Reviewed, Antonio Gamble, Nunez",,-,Taufique_2018,Yes,Yes,TRUE,Yes
Yang_2024,Funding sources,Organisations and bodies that funded the study are mentioned.,"Predefined list (select one answer): Yes, No funding sources recorded",5,DEV,"Influence of Light Irradiance on Hydroxyindole-O-Methyltransferase Activity, Serotonin-N-Acetyltransferase Activity, and Radioimmunoassayable Melatonin Levels in the Pineal Gland of the Diurnally Active Richardson's Ground Squirrel","Russel J Reiter, Edward C Hurlbut, George C Brainard, Stephan Steinlechner, Bruce A Richardson",,-,Reiter_1983b,Yes,Yes,TRUE,Yes
Yang_2024,Funding sources,Organisations and bodies that funded the study are mentioned.,"Predefined list (select one answer): Yes, No funding sources recorded",6,DEV,"Plasma Melatonin in the Scincid Lizard, Trachydosaurus rugosus: Die1 Rhythm, Seasonality, and the Effect of Constant Light and Constant Darkness","B T Firth, D J Kennaway, M A M Rozenbilds",,-,Firth_1979,Yes,Yes,TRUE,Yes
Yang_2024,Funding sources,Organisations and bodies that funded the study are mentioned.,"Predefined list (select one answer): Yes, No funding sources recorded",7,DEV,Responsiveness of Pineal N-Acetyltransferase and Melatonin in the Cotton Rat Exposed to Either Artificial or Natural Light at Night,"Frank Nurnberger, Bhaskar N Joshi, Thomas Heinzeller, Josif Milin, Russel J Reiter",,-,Nürnberger_1985,Yes,Yes,TRUE,Yes
Yang_2024,Funding sources,Organisations and bodies that funded the study are mentioned.,"Predefined list (select one answer): Yes, No funding sources recorded",8,DEV,Urban-like night illumination reduces melatonin release in European blackbirds (Turdus merula): implications of city life for biological time-keeping of songbirds,"Davide M Dominoni, Wolfgang Goymann, Barbara Helm, Jesko Partecke",,-,Dominoni_2013b,Yes,Yes,TRUE,Yes
Yang_2024,Funding sources,Organisations and bodies that funded the study are mentioned.,"Predefined list (select one answer): Yes, No funding sources recorded",9,TEST,Artificial light at night affects brain plasticity and melatonin in birds,"Stan Moaraf, Yulia Vistoropsky, Tatyana Pozner, Rachel Heiblum, Monika Okuliarová, Michal Zeman, Anat Barnea",,2019,Moaraf_2019,Yes,Yes,TRUE,Yes
Yang_2024,Funding sources,Organisations and bodies that funded the study are mentioned.,"Predefined list (select one answer): Yes, No funding sources recorded",10,TEST,Bright light at night alters the perception of daylength in Indian weaver bird (Ploceus philippinus),"Jayant Kumar, Shalie Malik, Sanjay Kumar Bhardwaj, Sangeeta Rani",,2018,Kumar_2018,Yes,Yes,TRUE,Yes
Yang_2024,Funding sources,Organisations and bodies that funded the study are mentioned.,"Predefined list (select one answer): Yes, No funding sources recorded",11,TEST,Can skyglow reduce nocturnal melatonin concentrations in Eurasian perch? *,"Franziska Kupprat, Franz H € Olker, Werner Kloas, Sarah Harmon",,2020,Kupprat_2020,Yes,Yes,TRUE,Yes
Yang_2024,Funding sources,Organisations and bodies that funded the study are mentioned.,"Predefined list (select one answer): Yes, No funding sources recorded",12,TEST,"Differential response of diurnal and nocturnal mammals to prolonged altered light-dark cycle: a possible role of mood associated endocrine, inflammatory and antioxidant system","Ruchika Kumari, Vivek Verma, Noga Kronfeld-Schor, Muniyandi Singaravel",,2021,Kumari_2021,Yes,Yes,TRUE,Yes
Yang_2024,Funding sources,Organisations and bodies that funded the study are mentioned.,"Predefined list (select one answer): Yes, No funding sources recorded",13,TEST,LIGHT AT NIGHT CANNOT SUPPRESS PINEAL MELATONIN LEVELS IN THE LIZARD ANOLZS CAROLZNENSZS,Herbert Underwcod,,-,Underwood_1986,Yes,Yes,TRUE,Yes
Yang_2024,Funding sources,Organisations and bodies that funded the study are mentioned.,"Predefined list (select one answer): Yes, No funding sources recorded",14,TEST,"Persistence of a plasma melatonin rhythm in constant darkness and its inhibition by constant light in the sleepy lizard, Tiliqua rugosa","Bruce T Firth, Ingrid Belan, David J Kennaway",,2006,Firth_2006,Yes,Yes,TRUE,Yes
Yang_2024,Funding sources,Organisations and bodies that funded the study are mentioned.,"Predefined list (select one answer): Yes, No funding sources recorded",15,TEST,Role of light wavelengths in synchronization of circadian physiology in songbirds,"G Yadav, S Malik, S Rani, V Kumar",,2015,Yadav_2015,Yes,Yes,TRUE,Yes
Yang_2024,Funding sources,Organisations and bodies that funded the study are mentioned.,"Predefined list (select one answer): Yes, No funding sources recorded",16,TEST,"Studies on Pineal Melatonin Levels in a Diurnal Species, the Eastern Chipmunk (Tamias striatus): Effects of Light at Night, Propranolol Administration or Superior Cervical Ganglionectomy","R J Reiter, T S King, B A Richardson, E C Hurlbut",,2005,Reiter_1982,Yes,Yes,TRUE,Yes
Yang_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",1,DEV,Effect of urban environment on pineal machinery and clock genes expression of tree sparrow (Passer montanus) *,"Zothanmawii Renthlei, Amit Kumar Trivedi",,2019,Renthlei_2019,No,No,TRUE,No
Yang_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",2,DEV,"Effects of photic environment on ocular melatonin contents in a labrid teleost, the wrasse Halichoeres tenuispinnis","Masayuki Iigo, Masaru Sato, Emi Ikeda, Shigekatsu Kawasaki, Fumitaka Noguchi, Genjirou Nishi",,2003,Iigo_2003,No,No,TRUE,No
